,GROUP_SET,GROUP_VALUE,TEAM_ID,TEAM_ABBREVIATION,MAX_GAME_DATE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,CFID,CFPARAMS,PLAYER_ID
2372,By Year,2021-22,1610612744,GSW,2022-04-10T00:00:00,76,49,27,0.645,47.9,9.9,22.2,0.448,4.4,12.2,0.364,5.2,5.6,0.925,0.7,4.7,5.5,6.4,3.9,1.3,0.5,1.2,4.3,4.8,29.5,6.8,46.9,2,0,49.2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,264,2021-22,1629673
2373,By Year,2020-21,1610612744,GSW,2021-05-16T00:00:00,51,28,23,0.549,46.9,9.7,22.5,0.432,4.6,13.1,0.351,5.0,5.7,0.882,0.7,3.7,4.4,4.7,2.4,1.2,0.4,0.8,4.1,4.8,29.1,1.4,43.9,0,0,46.1,3,2,3,2,2,2,1,2,1,1,2,2,1,2,2,3,2,3,3,3,2,3,2,2,2,2,2,2,1,2,264,2020-21,1629673
2374,By Year,2019-20,1610612744,GSW,2020-03-10T00:00:00,57,12,45,0.211,46.2,6.1,18.2,0.333,2.7,9.6,0.279,3.4,4.3,0.798,0.3,4.0,4.3,4.9,2.7,1.3,0.4,1.2,3.4,4.0,18.2,-7.2,32.9,0,0,33.3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,3,2,3,3,3,3,3,2,1,3,264,2019-20,1629673
2375,By Year,2021-22,1610612749,MIL,2022-04-10T00:00:00,62,34,28,0.548,46.5,7.3,18.1,0.403,3.1,8.9,0.348,1.4,1.7,0.837,1.5,7.2,8.7,2.3,2.2,1.0,0.7,0.8,3.1,1.7,19.1,-3.0,35.7,3,0,36.5,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,264,2021-22,1629670
2376,By Year,2020-21,1610612749,MIL,2021-05-16T00:00:00,30,19,11,0.633,45.4,10.3,22.4,0.459,4.6,10.3,0.452,3.2,4.1,0.76,1.5,8.5,10.0,1.2,4.0,2.8,1.3,2.3,3.6,2.8,28.4,-0.5,50.5,2,0,52.4,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,264,2020-21,1629670
2377,By Year,2021-22,1610612750,MIN,2022-04-10T00:00:00,62,36,26,0.581,45.6,4.5,10.1,0.44,1.4,4.3,0.318,1.5,2.0,0.75,1.1,3.6,4.8,9.1,1.9,2.9,0.5,0.7,2.7,2.6,11.8,1.9,39.4,1,0,33.8,1,1,2,1,2,3,3,2,3,3,3,2,2,2,1,2,2,3,3,1,1,3,1,2,3,1,2,2,1,3,264,2021-22,1629162
2378,By Year,2020-21,1610612750,MIN,2021-05-16T00:00:00,51,15,36,0.294,46.5,5.0,12.0,0.413,1.6,4.6,0.359,1.1,1.5,0.767,1.0,4.3,5.4,9.6,2.5,2.5,0.3,1.2,2.2,2.5,12.7,-6.6,39.4,0,0,34.9,2,2,1,2,1,2,2,3,2,2,2,3,3,1,2,1,1,1,1,3,3,2,3,3,2,3,3,3,1,2,264,2020-21,1629162
2379,By Year,2019-20,1610612750,MIN,2020-03-10T00:00:00,30,7,23,0.233,45.0,6.6,13.6,0.489,2.2,5.8,0.382,2.0,3.0,0.667,0.5,3.2,3.7,9.5,2.4,2.6,0.3,1.2,2.4,3.6,17.4,-5.3,42.5,2,0,38.7,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,1,2,1,1,2,1,1,1,1,264,2019-20,1629162
2380,By Year,2021-22,1610612764,WAS,2021-12-30T00:00:00,2,1,1,0.5,59.3,0.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,-80.0,12.0,0,0,10.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2021-22,1630692
2381,By Year,2021-22,1610612762,UTA,2022-04-10T00:00:00,79,47,32,0.595,48.8,10.6,25.4,0.419,4.3,13.6,0.318,3.3,4.0,0.828,1.5,4.7,6.2,4.4,2.9,1.5,0.4,0.9,3.4,3.7,28.9,8.7,45.7,1,0,47.6,3,2,5,4,3,5,3,10,2,2,9,7,6,5,5,2,3,4,6,5,4,10,3,5,5,1,5,2,1,3,264,2021-22,203903
2382,By Year,2020-21,1610612762,UTA,2021-05-16T00:00:00,68,49,19,0.721,47.6,12.0,28.1,0.425,5.4,15.7,0.347,3.4,3.8,0.896,1.2,5.9,7.2,4.4,3.0,1.6,0.3,1.0,2.9,3.3,32.7,7.9,50.5,0,0,53.5,5,1,8,1,9,1,1,9,1,1,4,6,8,1,8,1,1,5,4,4,6,9,7,8,1,2,1,6,1,1,264,2020-21,203903
2383,By Year,2019-20,-1,TOT,2020-08-13T00:00:00,71,34,37,0.479,48.0,11.1,24.4,0.454,4.3,11.6,0.368,3.9,4.6,0.836,1.4,3.9,5.3,3.8,2.7,1.3,0.5,1.5,3.0,3.6,30.3,-0.1,44.9,0,0,47.2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,264,2019-20,203903
2384,By Year,2019-20,1610612762,UTA,2020-08-13T00:00:00,42,26,16,0.619,47.8,11.5,24.9,0.462,4.3,11.7,0.366,2.9,3.6,0.785,1.3,4.1,5.4,3.0,2.7,1.3,0.4,1.4,3.5,2.9,30.1,4.2,43.7,0,0,46.3,8,3,9,3,7,3,5,1,3,3,3,9,9,10,7,7,7,10,8,8,3,3,2,10,3,3,7,6,1,5,264,2019-20,203903
2385,By Year,2019-20,1610612739,CLE,2019-12-20T00:00:00,29,8,21,0.276,48.3,10.4,23.6,0.442,4.3,11.5,0.371,5.5,6.2,0.884,1.5,3.5,5.0,5.1,2.8,1.2,0.6,1.6,2.4,4.9,30.7,-7.0,46.9,0,0,48.7,9,10,7,7,5,6,6,7,4,4,2,1,1,2,6,9,8,3,7,10,1,2,9,1,2,6,2,6,1,2,264,2019-20,203903
2386,By Year,2018-19,1610612739,CLE,2019-04-09T00:00:00,81,18,63,0.222,48.3,11.5,25.8,0.448,3.1,9.7,0.324,3.5,4.2,0.844,1.8,4.1,5.9,4.3,2.9,1.2,0.3,1.2,2.4,3.7,29.8,-7.6,44.9,1,0,46.1,2,6,1,8,4,2,2,3,6,5,8,5,5,3,3,6,6,6,5,9,5,6,8,6,4,7,6,2,1,6,264,2018-19,203903
2387,By Year,2017-18,-1,TOT,2018-04-11T00:00:00,81,40,41,0.494,47.3,10.8,23.9,0.451,2.8,8.0,0.352,3.8,4.8,0.8,1.4,4.0,5.4,5.5,3.2,1.5,0.2,1.3,2.7,3.9,28.1,-1.0,44.6,1,0,45.1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,264,2017-18,203903
2388,By Year,2017-18,1610612739,CLE,2018-04-11T00:00:00,28,18,10,0.643,47.9,9.9,21.8,0.456,3.3,8.2,0.407,3.6,4.4,0.81,1.0,3.4,4.4,3.6,2.4,1.4,0.2,1.1,3.3,3.8,26.8,-1.3,40.1,0,0,41.5,10,6,10,2,6,7,7,2,5,6,1,4,4,6,9,10,10,9,10,7,7,8,4,4,7,5,8,6,1,8,264,2017-18,203903
2389,By Year,2017-18,1610612747,LAL,2018-02-06T00:00:00,53,22,31,0.415,46.9,11.2,24.9,0.448,2.5,7.9,0.324,3.9,4.9,0.795,1.6,4.3,5.9,6.5,3.6,1.5,0.1,1.3,2.4,3.9,28.8,-0.8,46.8,1,0,46.9,7,5,6,5,10,4,4,4,7,7,7,3,3,9,4,4,5,2,1,6,10,5,10,3,6,4,3,2,1,4,264,2017-18,203903
2390,By Year,2016-17,1610612747,LAL,2017-04-12T00:00:00,82,26,56,0.317,47.8,9.5,21.4,0.445,2.3,7.1,0.329,2.7,3.3,0.798,1.0,3.9,4.9,4.2,3.3,1.8,0.2,1.2,3.0,2.9,24.0,-8.4,38.8,0,0,39.3,1,3,3,6,8,8,8,6,8,8,6,10,10,8,10,8,9,7,3,2,8,7,6,9,9,9,10,6,1,9,264,2016-17,203903
2391,By Year,2015-16,1610612747,LAL,2016-04-13T00:00:00,79,17,62,0.215,49.3,9.2,21.2,0.433,2.1,6.2,0.347,3.2,3.9,0.804,1.8,4.2,6.0,3.7,2.6,1.7,0.1,1.7,3.2,3.6,23.7,-12.1,39.4,1,0,39.2,3,8,2,9,2,10,9,8,9,9,5,8,7,7,2,5,4,8,9,3,9,1,5,7,10,10,9,2,1,10,264,2015-16,203903
2392,By Year,2014-15,1610612747,LAL,2015-04-13T00:00:00,59,11,48,0.186,51.0,9.2,20.6,0.448,1.3,4.2,0.314,4.5,5.5,0.829,1.9,4.7,6.6,7.1,3.3,1.8,0.4,1.3,3.8,4.7,24.3,-8.3,46.1,2,0,43.7,6,9,4,10,1,9,10,5,10,10,10,2,2,4,1,3,2,1,2,1,2,4,1,2,8,8,4,1,1,7,264,2014-15,203903
2393,By Year,2021-22,1610612741,CHI,2022-01-07T00:00:00,1,1,0,1.0,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,25.0,105.0,0,0,75.0,6,5,6,1,1,6,7,6,3,6,3,6,6,6,1,7,1,7,7,1,6,5,1,7,7,1,1,2,1,1,264,2021-22,1628395
2394,By Year,2020-21,-1,TOT,2021-05-14T00:00:00,6,3,3,0.5,48.7,4.2,13.1,0.318,0.0,1.2,0.0,0.6,1.2,0.5,4.2,10.1,14.3,4.2,2.4,1.8,3.0,1.8,4.2,2.4,8.9,-19.0,44.2,0,0,36.9,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,264,2020-21,1628395
2395,By Year,2020-21,1610612744,GSW,2021-05-14T00:00:00,1,1,0,1.0,49.0,0.0,6.7,0.0,0.0,0.0,0.0,3.3,6.7,0.5,3.3,13.3,16.7,6.7,3.3,0.0,6.7,0.0,6.7,3.3,3.3,-10.0,50.0,0,0,40.0,6,5,6,1,2,6,6,6,3,6,3,2,1,5,6,1,2,1,3,7,1,5,2,2,6,6,3,2,1,3,264,2020-21,1628395
2396,By Year,2020-21,1610612764,WAS,2021-04-23T00:00:00,5,2,3,0.4,48.7,5.1,14.5,0.35,0.0,1.4,0.0,0.0,0.0,0.0,4.3,9.4,13.8,3.6,2.2,2.2,2.2,2.2,3.6,2.2,10.1,-21.0,43.0,0,0,36.2,4,4,4,5,3,5,2,5,3,3,3,6,6,6,3,3,4,5,6,2,4,1,6,5,5,7,5,2,1,7,264,2020-21,1628395
2397,By Year,2019-20,-1,TOT,2020-02-26T00:00:00,29,8,21,0.276,45.8,6.3,12.0,0.522,0.7,2.1,0.333,3.4,5.5,0.613,5.4,9.1,14.5,2.9,3.8,0.5,1.8,0.7,3.4,4.1,16.6,-1.4,41.5,0,0,39.3,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,264,2019-20,1628395
2398,By Year,2019-20,1610612763,MEM,2020-02-26T00:00:00,2,0,2,0.0,44.5,6.3,14.6,0.429,4.2,6.3,0.667,4.2,4.2,1.0,4.2,2.1,6.3,4.2,6.3,2.1,0.0,0.0,4.2,2.1,20.8,0.0,34.6,0,0,39.6,5,7,5,7,7,2,1,4,1,1,1,1,3,1,4,6,7,4,1,3,6,5,5,6,1,3,7,2,1,4,264,2019-20,1628395
2399,By Year,2019-20,1610612750,MIN,2020-02-03T00:00:00,27,8,19,0.296,45.9,6.3,11.7,0.533,0.4,1.8,0.222,3.3,5.7,0.586,5.5,9.8,15.2,2.7,3.5,0.4,2.0,0.8,3.3,4.3,16.2,-1.6,42.1,0,0,39.3,3,3,2,6,6,2,3,2,2,2,2,3,2,4,2,2,3,6,2,6,5,3,7,1,2,4,6,2,1,5,264,2019-20,1628395
2400,By Year,2018-19,1610612744,GSW,2019-04-10T00:00:00,68,46,22,0.676,47.0,5.9,11.4,0.516,0.0,0.1,0.0,1.5,2.4,0.61,3.3,7.7,11.0,4.5,2.5,1.2,3.0,0.7,4.8,3.2,13.3,-6.0,43.5,0,0,37.3,1,1,1,4,5,4,4,3,3,5,3,5,5,3,7,5,6,3,5,5,3,4,4,3,4,5,4,2,1,6,264,2018-19,1628395
2401,By Year,2017-18,1610612744,GSW,2018-04-10T00:00:00,57,43,14,0.754,47.1,6.8,10.8,0.627,0.0,0.2,0.0,1.7,2.6,0.682,3.5,8.6,12.0,5.9,3.0,2.0,3.3,0.9,5.4,2.5,15.3,9.3,51.5,1,0,43.8,2,2,3,3,4,1,5,1,3,4,3,4,4,2,5,4,5,2,4,4,2,2,3,4,3,2,2,1,1,2,264,2017-18,1628395
2402,By Year,2021-22,1610612744,GSW,2022-04-10T00:00:00,70,44,26,0.629,48.2,9.6,18.7,0.513,2.0,6.1,0.336,5.3,7.7,0.684,2.2,7.3,9.5,2.6,3.0,1.3,0.9,1.4,5.9,5.8,26.5,1.4,45.3,2,0,45.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2021-22,1630228
2403,By Year,2021-22,1610612740,NOP,2022-04-09T00:00:00,74,34,40,0.459,49.1,11.2,20.6,0.544,1.2,3.5,0.361,5.2,6.3,0.82,5.0,13.5,18.5,4.2,3.9,0.9,1.3,0.9,5.4,6.6,28.8,1.5,59.9,50,0,57.1,5,6,1,8,6,4,3,10,1,1,4,5,6,1,8,4,4,1,2,4,11,10,6,2,3,7,4,1,2,4,264,2021-22,202685
2404,By Year,2020-21,1610612763,MEM,2021-05-16T00:00:00,62,32,30,0.516,47.1,11.8,19.9,0.592,0.6,1.5,0.368,4.2,5.4,0.773,6.8,14.0,20.8,3.0,2.7,0.9,1.5,1.5,4.8,5.1,28.4,3.6,62.6,49,0,57.7,7,7,6,7,9,3,4,1,5,6,3,10,9,7,1,2,1,4,9,2,10,4,10,9,4,4,2,2,2,3,264,2020-21,202685
2405,By Year,2019-20,1610612763,MEM,2020-08-13T00:00:00,70,32,38,0.457,46.4,10.9,18.6,0.585,0.8,2.3,0.352,3.7,5.0,0.74,5.4,14.5,19.8,3.3,3.2,0.8,1.9,1.0,4.7,4.9,26.3,0.1,59.8,39,1,55.5,6,7,2,9,11,6,6,2,3,3,5,11,11,11,4,1,2,3,6,8,6,9,11,11,6,8,5,3,1,5,264,2019-20,202685
2406,By Year,2018-19,-1,TOT,2019-03-31T00:00:00,49,31,18,0.633,47.1,13.0,23.2,0.559,0.6,2.1,0.292,6.3,8.0,0.795,4.6,13.5,18.1,3.0,3.9,0.8,2.3,1.8,6.3,6.4,32.9,3.1,64.6,16,0,60.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2018-19,202685
2407,By Year,2018-19,1610612763,MEM,2019-03-31T00:00:00,19,8,11,0.421,47.8,13.8,25.3,0.545,0.5,1.6,0.278,6.3,8.3,0.769,4.7,13.7,18.4,3.7,4.6,0.5,2.7,2.3,5.8,7.0,34.4,0.1,67.2,11,0,63.5,11,11,10,10,8,1,1,9,6,5,7,1,1,8,9,3,6,2,1,10,2,1,3,1,1,9,1,9,2,1,264,2018-19,202685
2408,By Year,2018-19,1610612761,TOR,2018-12-12T00:00:00,30,23,7,0.767,46.5,12.3,21.3,0.575,0.7,2.5,0.3,6.3,7.7,0.819,4.4,13.3,17.8,2.4,3.2,1.1,1.9,1.3,6.8,5.9,31.6,5.8,62.2,5,0,58.5,10,10,11,1,10,2,2,3,4,2,6,2,2,2,10,5,8,5,5,1,7,6,1,4,2,2,3,11,2,2,264,2018-19,202685
2409,By Year,2017-18,1610612761,TOR,2018-04-11T00:00:00,77,56,21,0.727,48.3,10.9,19.2,0.568,0.8,2.1,0.405,4.8,5.9,0.806,5.1,13.3,18.5,2.3,3.2,0.8,1.9,1.3,5.4,5.1,27.4,6.3,58.0,26,0,54.4,4,1,8,2,7,5,5,5,2,4,2,7,7,4,6,6,5,6,4,6,5,7,7,10,5,1,6,5,2,6,264,2017-18,202685
2410,By Year,2016-17,1610612761,TOR,2017-04-12T00:00:00,80,50,30,0.625,50.3,9.5,17.1,0.557,0.0,0.0,0.5,4.3,5.3,0.811,5.5,13.0,18.5,1.4,2.6,0.9,1.5,0.8,5.3,5.4,23.4,2.6,52.3,29,0,48.1,2,2,6,4,5,8,8,8,7,7,1,9,10,3,3,7,3,8,11,3,9,11,8,8,9,5,8,4,2,8,264,2016-17,202685
2411,By Year,2015-16,1610612761,TOR,2016-04-12T00:00:00,60,40,20,0.667,50.7,9.9,17.4,0.565,0.0,0.0,0.0,5.3,6.9,0.761,6.0,11.8,17.8,1.4,2.8,0.8,2.6,1.6,5.1,6.1,25.0,4.8,55.9,22,0,51.0,9,5,9,3,4,7,7,6,8,10,8,4,3,10,2,8,7,9,8,5,3,2,9,3,7,3,7,7,2,7,264,2015-16,202685
2412,By Year,2014-15,1610612761,TOR,2015-04-15T00:00:00,80,47,33,0.588,51.2,9.1,15.9,0.572,0.0,0.0,0.0,5.3,6.7,0.786,5.2,11.7,16.9,1.0,2.7,0.8,2.3,1.5,5.4,5.7,23.5,-0.7,52.0,22,0,47.6,2,3,5,5,3,9,9,4,8,8,8,3,4,6,5,9,9,11,10,7,4,3,5,5,8,10,9,7,2,9,264,2014-15,202685
2413,By Year,2013-14,1610612761,TOR,2014-04-16T00:00:00,81,47,34,0.58,51.6,8.1,15.3,0.531,0.0,0.0,0.0,4.5,5.9,0.762,5.1,11.0,16.2,1.3,3.1,0.5,1.6,1.4,5.6,5.6,20.7,2.3,45.4,25,0,42.5,1,3,4,6,2,10,10,11,8,9,8,8,8,9,7,10,10,10,7,11,8,5,4,6,10,6,10,6,2,10,264,2013-14,202685
2414,By Year,2012-13,1610612761,TOR,2013-04-17T00:00:00,62,25,37,0.403,52.3,7.2,12.9,0.557,0.0,0.0,0.0,5.2,6.5,0.789,4.3,8.9,13.1,1.6,3.3,0.6,2.8,1.1,6.6,5.5,19.5,-4.4,44.4,8,0,41.0,7,9,3,11,1,11,11,7,8,10,8,6,5,5,11,11,11,7,3,9,1,8,2,7,11,11,11,10,2,11,264,2012-13,202685
2415,By Year,2021-22,1610612763,MEM,2022-01-08T00:00:00,3,3,0,1.0,45.5,0.0,5.9,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,11.8,11.8,5.9,0.0,5.9,0.0,0.0,5.9,0.0,0.0,-17.6,40.6,0,0,29.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2021-22,1630257
2416,By Year,2021-22,1610612763,MEM,2022-04-10T00:00:00,72,48,24,0.667,47.1,4.9,9.5,0.515,1.9,4.6,0.413,1.0,1.8,0.551,3.2,8.8,12.0,4.0,1.1,1.6,0.8,0.1,3.3,1.7,12.7,3.4,39.3,3,1,35.4,1,1,1,1,2,3,2,2,1,2,2,2,2,2,2,1,2,2,3,3,1,3,2,2,3,2,3,1,1,3,264,2021-22,1629723
2417,By Year,2020-21,1610612763,MEM,2021-05-14T00:00:00,43,23,20,0.535,47.8,5.7,11.5,0.5,1.7,4.7,0.375,2.1,2.5,0.833,2.9,7.7,10.6,3.9,1.5,2.5,0.7,1.0,3.3,2.2,15.3,1.3,42.1,0,0,38.0,2,2,2,2,1,2,1,3,2,1,3,1,1,1,3,2,3,3,2,1,3,1,1,1,1,3,2,2,2,1,264,2020-21,1629723
2418,By Year,2019-20,1610612763,MEM,2020-08-13T00:00:00,19,9,10,0.474,46.3,6.1,9.5,0.649,1.3,2.6,0.5,0.3,0.5,0.5,4.6,7.4,12.0,5.6,1.8,1.8,0.8,0.5,1.8,1.5,13.8,9.2,42.6,0,0,37.9,3,3,3,3,3,1,3,1,3,3,1,3,3,3,1,3,1,1,1,2,2,2,3,3,2,1,1,2,2,2,264,2019-20,1629723
2419,By Year,2021-22,1610612737,ATL,2022-03-11T00:00:00,54,26,28,0.481,48.6,9.9,18.8,0.526,1.9,5.1,0.364,3.9,4.9,0.793,2.7,9.6,12.3,2.9,1.8,1.0,1.6,1.1,4.8,5.6,25.6,1.1,50.7,16,0,47.9,4,2,4,2,1,4,4,5,3,2,3,4,5,3,5,3,4,2,5,3,3,5,4,2,4,2,4,3,1,4,264,2021-22,1628381
2420,By Year,2020-21,1610612737,ATL,2021-05-16T00:00:00,63,34,29,0.54,47.9,11.1,20.0,0.556,2.2,5.4,0.399,4.4,5.3,0.833,3.1,9.0,12.1,2.0,2.2,0.9,1.6,1.4,5.0,5.1,28.8,4.7,51.7,16,0,50.1,2,1,3,1,3,3,3,4,1,1,2,2,2,1,4,5,5,5,4,4,4,3,2,3,3,1,3,3,1,3,264,2020-21,1628381
2421,By Year,2019-20,1610612737,ATL,2020-03-11T00:00:00,41,15,26,0.366,46.1,11.9,20.5,0.583,2.0,5.0,0.401,4.1,5.1,0.8,3.9,10.1,14.1,2.0,2.5,1.0,2.2,1.8,4.7,4.9,29.9,-5.6,57.2,22,0,54.6,5,5,5,4,4,1,2,1,2,3,1,3,3,2,3,1,3,4,3,2,1,1,5,5,1,4,1,2,1,1,264,2019-20,1628381
2422,By Year,2018-19,1610612737,ATL,2019-04-10T00:00:00,61,24,37,0.393,45.8,11.7,20.8,0.56,1.4,4.0,0.348,5.1,6.7,0.763,5.5,9.4,14.9,3.0,3.0,0.6,1.0,1.6,5.0,5.8,29.8,-1.9,53.8,32,0,52.2,3,3,2,3,5,2,1,3,4,4,4,1,1,4,1,4,1,1,1,5,5,2,3,1,2,3,2,1,1,2,264,2018-19,1628381
2423,By Year,2017-18,1610612737,ATL,2018-04-10T00:00:00,74,21,53,0.284,48.0,8.4,14.7,0.576,0.4,1.3,0.34,3.6,5.0,0.715,4.7,9.8,14.5,2.6,2.8,1.3,2.2,1.3,5.8,5.0,20.9,-5.9,49.7,11,0,45.3,1,4,1,5,2,5,5,2,5,5,5,5,4,5,2,2,2,3,2,1,2,4,1,4,5,5,5,5,1,5,264,2017-18,1628381
2424,By Year,2021-22,1610612755,PHI,2022-04-09T00:00:00,68,45,23,0.662,49.5,14.4,28.8,0.499,2.0,5.4,0.371,14.1,17.3,0.814,3.1,14.0,17.2,6.1,4.6,1.7,2.1,1.8,3.9,12.5,44.8,7.9,81.3,46,2,77.7,1,1,1,3,1,1,1,2,2,3,2,2,1,2,6,3,3,1,6,1,4,3,5,2,1,4,1,2,1,1,264,2021-22,203954
2425,By Year,2020-21,1610612755,PHI,2021-05-14T00:00:00,51,39,12,0.765,47.6,13.8,27.0,0.513,1.7,4.6,0.377,14.1,16.5,0.859,3.4,12.8,16.2,4.4,4.8,1.5,2.1,1.4,3.7,11.3,43.6,12.2,75.5,31,0,73.0,4,4,6,1,3,2,2,1,4,6,1,1,2,1,5,5,5,5,5,3,5,5,6,3,2,1,2,5,3,2,264,2020-21,203954
2426,By Year,2019-20,1610612755,PHI,2020-08-14T00:00:00,51,32,19,0.627,47.0,11.9,25.0,0.477,1.8,5.4,0.331,11.0,13.6,0.807,4.4,14.1,18.5,4.7,5.0,1.4,2.0,1.3,5.4,10.7,36.6,5.1,71.3,37,0,68.5,4,5,4,5,5,6,6,5,3,4,4,5,5,3,1,2,2,4,3,4,6,6,2,4,5,5,5,4,3,5,264,2019-20,203954
2427,By Year,2018-19,1610612755,PHI,2019-04-06T00:00:00,64,43,21,0.672,46.1,12.4,25.7,0.484,1.7,5.6,0.3,11.2,13.9,0.804,3.4,15.2,18.6,5.0,4.8,1.0,2.6,1.6,4.5,10.6,37.7,8.0,73.5,58,2,70.2,2,2,3,2,6,4,5,3,5,2,6,4,4,4,4,1,1,2,4,6,3,4,4,5,4,3,4,1,1,4,264,2018-19,203954
2428,By Year,2017-18,1610612755,PHI,2018-03-28T00:00:00,63,41,22,0.651,47.4,12.6,26.2,0.483,1.6,5.3,0.308,8.9,11.6,0.769,3.5,13.6,17.1,4.9,5.8,1.0,2.8,1.8,5.2,10.2,35.8,12.0,69.2,38,0,67.0,3,3,2,4,4,3,3,4,6,5,5,6,6,6,3,4,4,3,2,5,2,2,3,6,6,2,6,3,3,6,264,2017-18,203954
2429,By Year,2016-17,1610612755,PHI,2017-01-27T00:00:00,31,13,18,0.419,47.9,12.2,26.1,0.466,2.2,6.0,0.367,11.6,14.9,0.783,3.7,11.1,14.8,4.0,7.1,1.6,4.6,2.2,6.8,13.3,38.2,4.1,73.7,9,0,71.7,6,6,5,6,2,5,4,6,1,1,3,3,3,5,2,6,6,6,1,2,1,1,1,1,3,6,3,6,3,3,264,2016-17,203954
2430,By Year,2021-22,1610612764,WAS,2021-12-30T00:00:00,7,1,6,0.143,53.2,2.6,15.8,0.167,0.0,2.6,0.0,0.0,0.0,0.0,2.6,5.3,7.9,10.5,0.0,0.0,0.0,5.3,0.0,2.6,5.3,7.9,30.5,0,0,23.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2021-22,1630555
2431,By Year,2021-22,1610612759,SAS,2022-04-10T00:00:00,29,11,18,0.379,47.8,4.7,13.1,0.357,3.3,10.0,0.326,1.6,3.0,0.538,0.9,2.3,3.3,2.1,0.5,0.9,0.7,0.5,3.3,1.6,14.2,0.0,25.7,0,0,26.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,264,2021-22,1630580
2432,By Year,2021-22,1610612738,BOS,2021-12-22T00:00:00,1,1,0,1.0,39.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,-100.0,40.0,0,0,40.0,21,21,21,1,21,1,10,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,1,21,8,14,3,9,264,2021-22,2207
2433,By Year,2017-18,-1,TOT,2018-04-11T00:00:00,55,35,20,0.636,48.8,5.9,14.6,0.406,1.6,5.9,0.276,1.6,1.8,0.889,0.6,6.4,7.0,3.4,2.0,0.7,0.3,0.1,2.7,1.6,15.1,-3.2,29.5,0,0,29.1,3,2,3,1,3,3,3,3,2,1,3,2,2,1,3,1,1,3,2,3,2,3,2,2,3,3,3,3,1,3,264,2017-18,2207
